Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6724&classDate=9/11/2023&clsLoc=1,Open Ballet,Greg Zane,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5899&classDate=9/11/2023&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6726&classDate=9/11/2023&clsLoc=1,Inter Contemporary,Jordan Ryder | RYDERDANCE,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5871&classDate=9/11/2023&clsLoc=1,Open Simonson Jazz,Leann Gioia,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5497&classDate=9/11/2023&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6720&classDate=9/11/2023&clsLoc=1,Beg Ballet,Martha Chapman,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6785&classDate=9/11/2023&clsLoc=1,Open Emergent Improvisation,Troy Ogilvie,Peridance Center,1 hour & 30 minutes
Peridance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6728&classDate=9/11/2023&clsLoc=1,Open Yoga,Jana Hicks,Peridance Center,1 hour
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6729&classDate=9/11/2023&clsLoc=1,Adv Performance Groove,Kendrick Samuel,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5500&classDate=9/11/2023&clsLoc=1,Inter Ballet,Gabrielle Lamb,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6766&classDate=9/11/2023&clsLoc=1,Inter Contemporary,Jana Hicks,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6229&classDate=9/11/2023&clsLoc=1,Open Pilates,Yuki Hasegawa,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6718&classDate=9/11/2023&clsLoc=1,Beg Graham,Caterina Rago,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=75&classId=6788&classDate=9/11/2023&clsLoc=1,Inter Contemporary Floorwork,LajaMartin _,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5400&classDate=9/11/2023&clsLoc=1,Open House,Huu Rock (1),Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6730&classDate=9/11/2023&clsLoc=1,Open Zena Rommett Floor-Barre Â®,LuAnn Leonard,Peridance Center,1 hour
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6764&classDate=9/11/2023&clsLoc=1,Beg Foundations of Hip Hop,TweetBoogie _,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6763&classDate=9/11/2023&clsLoc=1,Inter Theater,Diego Funes,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,none,Adv Choreography,Cancelled Today,none,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=75&classId=6809&classDate=9/11/2023&clsLoc=1,Adv Contemporary | GUEST CLASS,Julia Ehrstrand,none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5395&classDate=9/11/2023&clsLoc=1,Adv Choreography,Bo Park,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6792&classDate=9/11/2023&clsLoc=1,Beg Ballet,Greg Zane,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6657&classDate=9/11/2023&clsLoc=1,Beg Hip Hop,Will Ordener (2),Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=6656&classDate=9/11/2023&clsLoc=1,Beg Salsa Partnering,Ahtoy Juliana | BAILA Society,Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6791&classDate=9/11/2023&clsLoc=1,Inter Afrobeats,Omari Wiles,Peridance Center,1 hour & 30 minutes
